 ,,INFLUENCERS,,CIUDAD / PAÍS,,DÍA,HORARIO DE PUBLICACIÓN,,TIPO DE PUBLICACIÓN,,,,MONETIZACIÓN,,,NÚMERO DE REACCIONES,,,PERSONAS EXPUESTAS (ROL),,,,,,,,,,PLANO PARA TOMAR FOTO/VIDEO,ELEMENTOS TECNOLÓGICOS,DESCRIPCIÓN
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,12:00 P.M.,X,,,,X,,,,,,,X,X,,,,,,,,Plano medio ,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Foto de ella y sus amigos en el yate, con un texto que dice ¨Por más momento así siempre!!! EQUILIBRIO Y GRATITUD Mis  palabras favoritas @diego_pachon @fabiostarita @tat2fit"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,12:00 P.M.,X,,,,,,X,,,,,X,X,,,,,,,,Plano completo,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Foto de ella y sus amigos en el yate, con un texto que dice ¨Gracias @nauty360 por consentirnos tanto !!! @fabiostarita @tat2fit, foto @diego_pachon¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,12:00 P.M.,X,,,,X,,,,,,,X,X,,,,,,,,Plano medio,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Collage de foto de ella y sus amigos en la piscina, con un texto que dice ¨GRACIAS TOTALES !!! @fabiostarita @tat2fit foto  @diego_pachon¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,12:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano americano,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Foto de @michelleyidios de ella y con todas las asistentes a las asistentes a la despedida de soltera, con un texto que dice ¨A weekend like this @tutivargasm @carolinacruzosoria /@fabiostarita  @tata2fit  @carolinaordonez¨,con una respuesta ¨Fuimos muy felices!!! Gracias¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,12:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano completo,Indumentaria (buzo y pantalón),"Foto de ella de espaldas mirando por un ventanal que da al mar, con un texto que dice ¨@hyattcartagena Gracias que DÍAS tan lindos como ustedes!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,12:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano completo,"Indumentaria (buzo, tenis y pantalón), lentes de sol, joyeria, maleta de viaje, bolso, joyeria y esmalte","Foto de el reflejo de ella en un espejo, con su maletin (@kiplingcolombia @wear.carlota), con un texto que dice ¨Corriendo a ver  a mis hombres¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,2:00 P.M.,,X,,,X,,,,,,,,,,,X,,X,,,Plano completo,"Indumentaria (cachucha, tenis, buzo y jean)","Video de su marido trapeando en un restaurante bbq, mientras ella ríe, con un dibujo de corazon"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,3:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano completo,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Video de ella y las asistentes de a la despedida de soltera que tuvo, donde están bailando en un yate, con un texto que dice ¨Por más días así!!!!¨ (@carolinacruzosorio @diego_pachon @Fabiostarita @daniellamoscarella @castillonatalia @daniellaalvareztv)"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,3:00 P.M.,,X,,,X,,,,,,,X,,X,,,,,,,Plano completo,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Video captura de @michelleyidios donde @calorina y @diego_pachon bailan, con un texto que dice ¨Con la ENERGÍA de ellos¨, con una respuesta ¨el mejor plan siempre!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,3:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano completo,"Indumentaria (buzo, tenis y pantalón), bolso y lentes de sol","Video captura de @tata2fit con @carolinacruzosorio que van bajando a desayunar y están despidiendose de eso hotel, con un texto que dice ¨@hyattcartagena paradise¨, con una respuesta que dice ¨@hyattcartagena Gracias!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,5:00 P.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano completo,"Indumentaria (vestido de baño), lentes de sol y joyería","Video de @tata2fit donde @carolinacruzosorio está bailando (@nauty360), con un texto de respuesta que dice ¨Por más puestas de sol como está...¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,7:00 P.M.,X,,,,,,,,,,,,,,,,,,,X,,,Foto de una frase que dice ¨Las vibres son reales. La intuición existe. La energía no miente hazte caso¨
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,7:00 P.M.,,X,,,,X,,,,,,,,,,X,,,X,,Plano a detalle,Joyeria (anillos y manillas),"Video captura de @carolinaordonez mostrando los cócteles y las manillas que hilo que tiene con @tutivargasm y @daniellaalvarez, para siempre volver a Cartagena (@carolinacruzosorio @carocruzempresa), con un texto que dice ¨Mis bebés¨, además de una respuesta que dice ¨Las amo @carocruzempresa¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,8:00 P.M.,,X,,,X,,,,,,,X,,X,,,,,,,Plano a detalle,Esmalte de uñas e indumentaria (pijama enteriza),"Video de ella consintiendo la mano de su hijo, con un dibujo de corazón"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,9:00 P.M.,X,,,,X,,,,,,,X,X,,,,,,,,,,Foto de una porcelana de la virgen Maria Con unas veladoras y una portarretrato de ella y su familia
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Lunes,,9:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano primer primerísimo,Esmalte de uña e indumentaria (Camisa),"Video de ella consintiendo a su mascota, con un dibujo de corazón"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia","Cartagena de indias, Colombia",Lunes,,9:00 P.M.,,,X,,X,,,43.131K,,107,,,,,,X,,,X,,Plano completo,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Un fin de semana para disfrutar de la buena energía, de la gente linda que ve la vida de una manera diferente, libre, amorosa, real, auténtica...Ame estos días @michelleyidios @carolinaordonez @tutivargasm @tata2fit @danielaalvareztv @castillonatalia @daniellamoscarella vestidos de baño @palorosabeachwear @islapelicanocol 🐚🐚"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia","Cartagena de indias, Colombia",Lunes,,9:00 P.M.,,,X,,X,,,43.131K,,107,,,,,,X,,,X,,Plano completo,"Indumentaria (vestido de baño), sombrero, lentes de sol y joyería","Un fin de semana para disfrutar de la buena energía, de la gente linda que ve la vida de una manera diferente, libre, amorosa, real, auténtica...Ame estos días @michelleyidios @carolinaordonez @tutivargasm @tata2fit @danielaalvareztv @castillonatalia @daniellamoscarella vestidos de baño @palorosabeachwear @islapelicanocol 🐚🐚"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia","Cartagena de indias, Colombia",Lunes,,9:00 P.M.,,,X,,X,,,79.042K,,528,,X,,,X,,,,,,Plano completo,Indumentaria (vestido de baño) y joyería,"Hace 20 años por esta misma época llegué a Cartagena con 20 años, nervios y ganas de vivir una de las experiencias más maravillosas de la vida, representar a mi departamento El Valle del Cauca en el Concurso Nacional de Belleza, fui muy, muy feliz y cada que vengo a esta hermosa ciudad recuerdo lo agradecida que estoy por tanto y más ⭐️⭐️
Cartagena, la Fantástica hoy y siempre..."
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,7:00 A.M.,,X,,,X,,,,,,,,,,,,,,,X,,,"jugetes, sueter jean y tenis"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,9:00 A.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano completo,Vestido de baño y lentes de sol,"Foto de ella recortada en el piso, al lado de unos arbustos (@marazulsw)"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,9:00 A.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano a detalle,Manilla e indumentaria (camisa),Foto de ella con una manilla (@carocruzempresa) y tu texto que dice Ënvios a todo el país¨
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,11:00 A.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano a detalle,Esmalte de uñas,"Video de un regalo que le llegó de @don.maiz de arepas, con un texto que dice ¨Gracias¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,11:00 A.M.,,X,,,X,,,,,,,,,,,,,,,X,,,"Foto de los productos de regalo de @frioyflora que le llegaron, con un texto que dice ¨Amamos a @frioyflora Gracias!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,11:00 A.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano a detalle,Esmalte de uñas,Video boomerang de ella con un hatsu (@hatsu_official)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,11:00 A.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano a detalle,Esmalte de uñas,Video boomerang de ella con el nuevo producto de @juanvaldezcafe Café Drip Huilla (@juanvaldezcafe)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,11:00 A.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano a detalle,Esmalte de uñas,"Video boomerang de ella con un litro de helado de granadilla y chia (@frioyflora), con un texto que dice ¨Favorito!!!!¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,11:00 A.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano a detalle,Esmalte de uñas,Video de ella mostrando los diferentes producto de A de coco (@adecococol)
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,11:00 A.M.,,X,,,,,X,,,,,,,,,X,X,,,,Plano completo,"Indumentaria (traje, top, chaqueta de cuero, buzo, jean y tenis), joyeria y maquillaje","Video de ella mostrando a @forevermumsy y los productos de belleza que les regalaron, con un texto que dice ¨Pareja y familia hermosa, amamos todo divino"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Martes,,11:00 A.M.,,,X,,X,,,46.948K,,475,,,,,,X,,,X,,Plano medio,"indumentaria, camisa, joyería y maquillaje ","Hoy está de cumple la mujer más importante de mi vida, la que más amo, la que ha estado a mi lado siempre, la mejor mamá, hermana, abuela, tía, amiga, esposa...gracias por existir y enseñarme a ser mejor cada día, le pido a DIOS que te llene de vida y salud para que estés a nuestro lado por siempre, te amamos ABU MUMA 🙏🏼❤️😍 @luzmamusic foto @hernanpuentes"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Martes,,11:00 A.M.,,,X,,X,,,19.380K,,134,,,,,,X,,,X,,Plano medio,"indumentaria, camisa, joyería y maquillaje ","Mirarte llenita de amor y orgullo siempre, te amo MAAAAAA @luzmamusic hoy y siempre celebro tu vida ❤️🙏🏼🥰 foto @hernanpuentes"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Martes,,11:00 A.M.,,,X,,X,,,47.760K,,95,,,,,,X,X,,,,Plano completo,"joyería, reloj, blusa, gorra, orejas de mickey, jean y maquillaje","Te amamos MAAAAAA @luzmamusic pasa muy, muy feliz hoy, ya casi celebramos juntitos ❤️❤️"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,12:00 P.M.,,X,,,,X,X,,,,X,,,,,,,,,,Plano a detalle,"Indumentaria (blazer y esqueleto), joyeria","Video de ella con un choque, además de que muestra un stand lleno de diferentes piezas de joyeria, con un texto que dice ¨Estamos con @carocruzempresa en @joyeria.Mis"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,12:00 P.M.,,X,,,,X,X,,,,X,,,,,,,,,,Plano a detalle,"Indumentaria (blazer y esqueleto), joyeria","Video boomerang de ella mostrando un arete, con un texto que dice ¨Disponible en @joyeria.Mis y @carocruzempresa¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,12:00 P.M.,,X,,,,X,X,,,,X,,,,,,,,,,Plano a detalle,"Indumentaria (blazer y esqueleto), joyeria","Video boomerang de ella mostrando un arete, con un texto que dice ¨Estamos ya en @joyeria.Mis ¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,12:00 P.M.,,X,,,,X,X,,,,X,,,,,,,,,,Plano a detalle,"Indumentaria (blazer y esqueleto), joyeria","Video de ella mostrando una cadena y mostrando el stand donde está toda su joyeria, mientra dice que la tienda está en el centro comercial andino y la ubicacion de su stant, con un texto que dice ¨Tambien estamos en @florina_accesorios¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,12:00 P.M.,,X,,,,X,X,,,,X,,,,,,,,,,Plano a detalle,"Indumentaria (blazer y esqueleto), joyeria","Video de el mosttrando su collar favoritoque sale con todo, con un texto que dice ¨Estamos ya en @florina_accesorios¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,12:00 P.M.,,X,,,X,,,,,,,,,,,X,X,,,,Plano completo,"Indumentaria (vestido de baño, pantaloneta y cachuchas) y lentes de sol","Video de su madre donde graba a su nieto en la piscina mientras está en la piscina con otros niños, con un texto que dice ¨Ellos mueren por ella @luzmamusic la mejor¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,4:00 P.M.,X,,,,,,X,,,,,,,,,X,X,,,,Plano completo,Indumentaria (sudaderas y tenis),"Foto de unos niños en la parte externa de una casa de lata, con un texto que dice ¨esta semana e n@didadiacaracoltv tenemos el caso de esta familia que necesita todo, ojala muchas personas o empresas nos puedan ayudar y darles una mejor calidad de vida, Estoy pendiente de los mensajes directo. Gracias¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,5:00 P.M.,,X,,,X,,,,,,,,,,,X,,X,,,Plano completo,Indumentaria (enteriso de lana),Video de su hijo comiendo fresas
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,5:00 P.M.,,X,,,X,,,,,,,,,,,X,,X,,,Plano completo,"Indumentaria (tenis, buzo y jean)","Video de su hijo jugando un videojuego de disparos en @chunckecheeseco, con un dibujo de un corazón"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,5:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,,,"Video boomerang de una pizza, con un texto que dice ¨La más deliciosa @chuckecheeseco"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,5:00 P.M.,,X,,,,,X,,,,,X,,X,,,,,,,Plano primer primerísimo y completo,"Indumentaria (vestido de baño, sombrero, camiseta), lentes de sol y cámara","Video captura de @paolorosabeachwear de ella en una sesión de fotos en un yate, con un texto que dice ¨@carolinacruzosorio bomba¨, en la ubicación isla pelicano, con una respuesta que dice¨Amoooooooooo¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Martes,,5:00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,,,"Foto de texto que dice ¨Cuando la gente critica, inventa, deduce, habla mal de mí y hace noticia con la vida que imaginan tengo, tomo asiento, me relajo y pienso... carajo, cómo ha crecido mi club de fans.¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Martes,,5:00 P.M.,,,X,,X,,,66.848K,,1.035K,,X,,,X,,,,,,Plano completo,"Indumentaria (chaqueta de cuero, falda, botas altas) y maquillaje","“Yo me hago cargo de lo que digo, no de lo que tú entiendes. Yo me hago cargo de lo que escribo, no de lo que tú lees. Yo me hago cargo de lo que hago, no de lo que tú percibes. Yo me hago cargo de lo que soy, no de lo que tú DEDUCES. Yo me hago cargo de mis emociones, no de tus reacciones. Yo me responsabilizo de MI VIDA, por favor, hazte cargo TÚ DE LA TUYA Y DE TUS PROYECCIONES.” 👏🏼👏🏼
@ilretallack @alejandramunozg @malejocangrejo"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Martes,,5:00 P.M.,,,X,,X,,,53.577K,,399,,X,,,X,,,,,,Plano medio,"Indumentaria (chaqueta de cuero, falda, botas altas) y maquillaje","“Evoluciona tanto que quienes creen saber todo de ti, tengan que conocerte de nuevo.” 🍂🍂 @ilretallack @malejocangrejo @alejandramunozg"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Martes,,5:00 P.M.,,,X,,X,,,41.340K,,291,,X,,,X,,,,,,Plano completo,"Indumentaria (chaqueta de cuero, falda, botas altas) y maquillaje","“No te confundas, soy libre, no libertina...” 🍁🍁 @ilretallack @malejocangrejo @alejandramunozg"
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Viernes,,4:00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,, ,Imagen del joker y et con un texto que dice ¨Me giving me homeboy life advice knowing idk what tf going on myself¨
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Viernes,,4:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano completo,buzo marrón y jeans blancos,Video de ella bailando en su casa
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Sábado,,5:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano primer prinerisino,Sábanas,Video de ella riendo con un texto que dice ¨nuevo descubrimiento¨
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Sábado,,12:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Primer plano,Cojín y buzo,Video de ella con un texto diciendo ¨Por qué tengo sueño. Por queeeee¨
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Domingo,,10:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Indumentaria (buzo gris) y almohada,"Video de ella despertando, con un texto que dice ¨Good morning¨"
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Domingo,,12:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Indumentaria (buzo gris) y almohada,Video de ella cantando su audio
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Domingo,,1:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Indumentaria (buzo gris) y almohada,"Video de ella comiendo una sándwich, con un texto que dice ¨siiii¨"
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Lunes,,9:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Indumentaria (esqueleto negro) ,"Video de ella cantando, con un audio de fondo y un texto que dice ¨Music makes me so happy"
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Lunes,,10:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,Indumentaria (vestido negro) ,"Video de ella grabando su reflejo en el espejo, mientras baila y posa escuchando música"
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Lunes,,3:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio ,Indumentaria (esqueleto y short de jean) ,"Video del reflejo de ella con un rodillo, con un fondo a medio pintar"
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Lunes,,3:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano americano,Indumentaria (esqueleto y short de jean) ,"Video del reflejo de ella con un rodillo, con un fondo a medio pintar, mientra baila"
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Lunes,,5:00 P.M.,,X,,,X,,,,,,,,,,,X,,X,,,Plano a detalle,,Video de su hermano en un carro mientras lo molestan (@diegovegadiep)
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Lunes,,5:00 P.M.,X,,,,X,,,,,,,,,,,X,,X,,,Plano americano,"Indumentaria (buzo deportivo, jean, reloj)","Foto de su hermano pintando (@diegovegadiep), con un texto que dice ¨Rescatando los detalles¨ "
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",Bogotá D.C. Colombia,Lunes,,5:00 P.M.,X,,,,X,,,,,,,X,X,,,,,,,,Plano medio corto,"Indumentaria (chaqueta de jean, abrigo, esqueleto, camisa, bufanda y gafas)","Foto de ella con su familia en una mesa al aire libre, con un texto que dice ¨Family¨"
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Lunes,,5:00 P.M.,,X,,,X,,,,,,,,,,,X,,X,,,Plano medio corto,Indumentaria (buzo deportivo) y smartphone,"Video de su hermano hablando por celular, mientras está el computador"
COLOMBIA,MODELO,Paulina Vega,26,"Barranquilla, Colombia",,Martes,,12:00 P.M.,X,,,,X,,,,,,,,,,,X,,X,,,Plano medio ,"Indumentaria (jean y camiseta ), cámara y tatuajes",Video de ella enfocados para luego enfocar a su pasajero @oscartsanchez
