 ,,INFLUENCERS,,CIUDAD / PAÍS,,DÍA,HORARIO DE PUBLICACIÓN,,TIPO DE PUBLICACIÓN,,,,MONETIZACIÓN,,,NÚMERO DE REACCIONES,,,PERSONAS EXPUESTAS (ROL),,,,,,,,,,PLANO PARA TOMAR FOTO/VIDEO,ELEMENTOS TECNOLÓGICOS,DESCRIPCIÓN
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Sábado,,6:00 P.M.,,X,,,X,,,,,,,X,,X,,,,,,,Plano medio corto,Indumentaria (camisa y esqueleto blanco) y piercing,Video de ella diciendo lo mucho que le gustó la película mientras su esposo la refuta
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",Bogotá D.C. Colombia,Domingo,,6:00 P.M.,,,X,,X,,,99.838K,,1.535K,,X,,X,,,,,,,Plano americano,Indumentaria tatuaje sudadera y bandeja con chocolate,"Ahora si que se venga el desayuno 🤭 🥚🥞🍣
Qué les gusta desayunar a ustedes? Usen un emoji"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Domingo,,8:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria (buzo) y piercing,Video de ella saludando y mostrando a su hija menor 
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Domingo,,8:00 A.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,Indumentaria (camisón),Video de su hija jugando con borradores
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Domingo,,8:00 A.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,Indumentaria (camisón),Video de su hija mientras le pregunta el nombre de los animales que tiene en los borradores
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Domingo,,8:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,"Indumentaria (Esqueleto y pantalón), sombrero, piercing, maquillaje, joyería","Video de ella hablando de que lee el periódico, con un texto que dice ¨Pesca de tiburones en Colombia, un debate profundo. Este es un artículo¨"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Domingo,,8:00 A.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,Indumentaria (bata),Video de su hija interrumpiendo y preguntando por su celular
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Domingo,,9:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,"Indumentaria (Esqueleto y pantalón), sombrero, piercing, maquillaje, joyería",Video de ella explicando que existe una resolución del 2011 sobre la caza de tiburones
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Domingo,,9:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,"Indumentaria (Esqueleto y pantalón), sombrero, piercing, maquillaje, joyería",Video de ella diciendo lo mucho que se ha divertido con lo emoji que han puesto en su última publicación
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Domingo,,9:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,"Indumentaria (Esqueleto y pantalón), sombrero, piercing, maquillaje, joyería",Video de ella preguntándole a su mamá que emoji le pondría a su foto
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",Bogotá D.C. Colombia,Lunes,,9:00 A.M.,,,X,,X,,,66.833K,,169,,X,,,X,,,,,,Plano medio corto,Indumentaria (camiseta y jean),Pelo positivo para baño 🤣
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,9:00 A.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio,Indumentaria (camiseta y pantalón),"Video de su hija menor tomando jugo y su madre huyendo de la cámara, mientras ella saluda"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,9:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Indumentaria (camiseta ) y piercing,Video de ella hablando que trasnocho por que su hija mayor se enfermo
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,9:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Indumentaria (camiseta ) y piercing,"Video de ella contando que su hija a sido consentida por su madre, hija menor y madre"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,9:00 A.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano americano,Indumentaria (camiseta y pantalón),"Video de su menor escondiendose detras de una caja de jugo, mientras ella pregunta dónde está"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,9:00 A.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano americano,Indumentaria (camiseta y pantalón),Video de su hija menor cercando las manos con los borradores
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,9:00 A.M.,,X,,,X,,,,,,,,,,,,,,,X,,,Video de los borradores con los que enseña animales y emociones
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,11:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,"Indumentaria (esqueleto magenta escotado), joyeria, piercing y maquillaje",Video de ella diciendo que si estan en Bogota deben salir ya que el día está soleado y no parece llover
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,12:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,"Indumentaria (esqueleto magenta escotado), joyeria, piercing y maquillaje",Video de ella corrigiendo lo que dijo ¨Salir afuera¨ y de deben salir de la ciudad
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,1:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano americano,"Indumentaria (camisa y pantalón), joyería y maquillaje",Video de ella mostrando a su madre tomando cerveza
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,1:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio,"Indumentaria (esqueleto magenta escotado y camiseta), joyeria, piercing y maquillaje","Video de ella y su hija menor, mientras le pregunta que le pasó a su hija mayor, mientras come chocorramo"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,1:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,"Indumentaria (esqueleto magenta escotado), joyeria, piercing y maquillaje","Video de ella y su hija menor, mientras ella dice cómo cuida a su hija enferma"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,1:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio,"Indumentaria (esqueleto, pantalón y camiseta), joyeria, piercing y maquillaje","Video de ella y su hija menor consintiendo a un perro, mientras su hija sigue comiendo"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,1:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano americano,"Indumentaria (camisa y pantalón), joyería y maquillaje","Video de su mamá tomando cerveza, mientras ella dice como la volvió cervecera"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Lunes,,5:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano completo,Indumentaria (camisa y pantalón),Video boomerang de su madre acompañando a su nieta menor en el columpio atado en a un árbol
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,8:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,"Indumentaria (esqueleto y pantalón), reloj y piercing",Video de ella saludando
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,8:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,"Indumentaria (esqueleto y pantalón), reloj y piercing",Video de ella diciendo que lleva 3 meses usando la copa menstrual
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,9:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,"Indumentaria (esqueleto y pantalón), reloj y piercing",Video de ella contando que su hija mayor tenia un virus de 24 horas
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,10:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Indumentaria (esqueleto) y piercing,Video de ella diciendo que va a explicar cómo se usa la copa menstrual
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,10:00 A.M.,X,,,,X,,,,,,,,,,,,,,,X,,,Foto de captura de un mensaje de su dermatóloga @doctorallanos que dice ¨Por favor maleja quiero saber dónde te quitaste los lunares me ir a la consulta
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,11:00 A.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria (esqueleto y chaqueta),Foto captura de un video de @adelopezr con @maleja restrepo que dice ¨Mejores amigas VS mejores amigos / La verdad¨ con un texto que dice 5 de No 2018. Como pasa el tiempo. Te extraño amiga Mis¨
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",Bogotá D.C. Colombia,Martes,,11:00 A.M.,,,,X,X,,,,737.844K,995,,X,,,X,,,,,,Plano medio,pijama rosa y juguetes ,"Hay algo que disfruto mucho y es ser parte de su proceso de aprendizaje. Si de algo estoy segura, es que Guadalupe ha sido sido parte fundamental de este.
Cuál ha sido la etapa que más han disfrutado de sus hijas/os?"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,1:00 P.M.,,X,,,,,X,,,,,,,,,,,,,X,,,"Video captura de @stelldollbox donde muestra imágenes del mundial (@malejarestrepo @tatanmejia @tiendasupermotos @dixonfmx @punkotrainer), con un texto que dice ""Ya casi... El mundial. está cerca"", con una respuesta que dice ""Que emoción Dani. Con toda"" "
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Indumentaria (top y leggins) y piercing,Video de ella hablando de las preguntas que le han hecho de sobre la copa menstrual
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,"Indumentaria (camisón, top y leggins) y piercing","Video de ella cargando a su hija en la cama, mientras muestra la copa Eva que le regalaron "
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Indumentaria (top y leggins) y piercing,Video de ella comentando que lo más complicado fue aprender a extraerse la copa
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,"Indumentaria (camisón, top y leggins) y piercing","Video de ella hablando de la impresión que da el proceso de extracción, mientras su hija menor juega con la bolsa de envío de la copa"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,"Indumentaria (camisón, top y leggins) y piercing","Video de ella saludando a su hija, además de mencionar que el uso de la copa es un proceso de reconocimiento del cuerpo "
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,"Indumentaria (camisón, top y leggins) y piercing",Video de ella hablando de las tallas de la copa depende de la cantidad de sangre que se genere en la menstruación 
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,"Indumentaria (camisón, top y leggins) y piercing","Video de su hija menor quejándose de que no haga más videos, mientras ella continúa hablando de la copa y la página @asocoen permite saber la información de la menstruación, con un texto que dice ¨Bienestar¨"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio ,"Indumentaria (camisón, camisa y falda) y maquillaje","Video de ella mostrando a sus hijas, mientras dice que es un desastre chevere donde su hija mayor maquilla a su hija menor"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano americano,Indumentaria (camisón) y maquillaje,"Video de ella enfocando a su hija menor, intentando no mostrar a las niñas uniformadas, mientras le pregunta a su hija mayor si ya está mejor"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio ,Indumentaria (camisa),"Video de su hija mayor con sus amigas, cubriéndose con una manta el uniforme, mientras dicen que harán el challenge de maquillar a ciegas¨"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio y primer primerísimo plano,Indumentaria (camisa y camisón),"Video de ella preguntando quien dañó su paleta de sombras , mientras las niñas dicen que su hija menor fue la actora de eso"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,3:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,Indumentaria (camisa) y maquillaje,Video de las niñas haciendo el challenge
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,4:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,Indumentaria (camisa) y maquillaje,Video de su hija mayor explicando cómo a su amiga la van a terminar de maquillar con rubor
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",,Martes,,6:00 P.M.,,X,,,X,,,,,,,X,,X,,,,,,,Plano medio ,"Indumentaria (chaqueta, esqueleto, buzo, camisa, camiseta), joyeria, herramientas mecánicas (taladro) y tablet","Foto captura de @liis_rios donde se ve a ella con dos hombre, con un texto que dice ¨H&H con sabor colombiano¨, con una respuesta ¨hay que emoción @discoveryhhco¨"
COLOMBIA,INFLUENCER,Maleja Restrepo,34,"Santiago de Cali, Colombia",Bogotá D.C. Colombia,Martes,,12:00 P.M.,,,X,,X,,,,78.567K,185,X,,,,,,,,,,duración 2:15,crecimiento personal ante la crítica social,
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Miércoles,,12:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Primer plano,"Smartphone, camiseta blanca, maquillaje",Captura de @.gabytips reaccionando al video que publicó el día anterior de aclaración en señal de apoyo y textos que dicen ¨aun no puedo creer pautips
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Miércoles,,12:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Primer plano,"Smartphone, camiseta blanca, maquillaje",Captura de @una.tal.gg reaccionando al video que publico el día anterior de aclaración en señal de apoyo y textos que dicen ¨Que mujer tan valiente¨
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Miércoles,,12:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Primer plano,"Smartphone, camiseta blanca, maquillaje",Captura de @ticaabrito reaccionando al video que publicó el día anterior de aclaración en señal de apoyo y textos que dicen ¨@pautips este se llama tener coraje y afrontar las cosas a sus errores. Eres valiente¨
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Miércoles,,12:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Primer plano,"Smartphone, camiseta blanca, maquillaje","Captura de @jovavlogs reaccionando al video que publicó el día anterior de aclaración en señal de apoyo y textos que dicen ¨Acabo de que él video de @pautips es tan increíble ver a alguien tan decidid@ . "" Las caidas duelen, pero eso nos hacer más fuertes"" Que lindo seria que ese tiempo que nos tomamos para criticar y juzgar ; lo aprovecharemos en AYUDAR a las personas que se encuentren en cualquier problema¨."
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Miércoles,,1:00 P.M.,X,,,,X,,,,,,,,,,,X,,,X,,Plano americano,Vestido,@claudiabahamon en él mar sonriendo miran hacia él agua
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Miércoles,,1:00 P.M.,X,,,,,X,,,,,,,,,,,,,,X,,,Promociona un video de IGTV en su otro cuenta
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Miércoles,,8:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Primer plano,"Smartphone, camiseta blanca, maquillaje",Captura de @pautisxreinaa reaccionando al video que publicó el día anterior de aclaración en señal de apoyo y textos que dicen ¨@pautips te admiro un montón de verdades de admira la valentía de esta mujer y como ha superado sus problemas es increible yo siempre la apoyaré y estaré para ella y la defenderé de esos youtubers que solo quieren que solo quieren fama de otra persona y decir cosas falsa de verdad @pautips te amo demasiado eres una mujer fuerte y muy valiente te admiro un monton te mando un beso @paulabypautips/ yas somos tendencia¨.
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Jueves,,8:00 A.M.,,,X,,X,,,49.961K,,202,,X,,,X,,,,,,Plano americano,"indumentaria, ropa deportiva, top y bebida energetica","Ser feliz es una decisión de cada mañana 💕 Yo hoy me siento agradecida por tener un día más de vida, mi familia, amigos y toda la gente que me apoya...Porque siempre tengo ganas de salir adelante a pesar de lo que pase 🙏🏻 ¿Por qué agradeces hoy? #happiness #motivation #gratitud🙏"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,12:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,,,Paneo del atardecer de la ciudad de Bogotá y un texto que dice ¨Siempre Dios te recuerda que él es él más grande¨
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,3:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano medio corto,Esqueleto rojo y maquillaje,Foto de captura de @mafe_rodriguezxx recreando el maquillaje que hizo en un tutorial
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,3:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano medio corto,"Maquillaje, diadema, guantes y enterizo dorado",Foto de captura de @morphology_col del tutorial de la mujer maravilla para halloween que hizo con texto que dice ¨1. mujer maravilla By:@pautips¨
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,3:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano medio ,"Maquillaje, lentes de contacto y top strapless de animal print",Foto de captura de @morphology_col del tutorial de cat woman para halloween que hizo con texto que dice ¨Ah¡ pero si van solas. Nos encanta By:@pautips¨
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,5:00 P.M.,X,,,,,X,,,,,X,,,,,,,,,,Plano medio corto,"Maquillaje, labiales, diadema",Foto de captura de un tutorial ¨Jasmine inspired Makeup #Aladdin #AladdinMakeup con un texto fuera de la captura que dice ¨Disfraz improvisado¨
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,5:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano medio ,"Maquillaje, lentes de contacto y top strapless de animal print",Foto de captura de un tutorial ¨Lion King inspired Makeup #Reyleon disfraz #HalloweenMakeup 
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,5:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Plano medio ,"Maquillaje, lentes de contacto y camisa estilo victoriano",Foto de captura de un tutorial ¨CLOWN MAKEUP PAPAYASO #Halloween #PinesWise inspired
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,8:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano americano,Maquillaje y disfraz,Foto de ella posando con su disfraz plateado (@yeistore)
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,8:00 P.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano americano,Maquillaje y disfraz,Video de ella mostrando su disfraz con música de fondo (RITMO de Bad boys for life)
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,10:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,,,Video de un casa del terror con un texto que dice ¨Halloween en @serattabogota¨
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,10:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,Maquillaje y disfraz,Video de la sorpresa que le dan con un cóctel con su rostro en la superficie y un texto que dice ¨Mi cara en un coctel @vivalavidabog
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,11:00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,Plano a detalle,"Uñas acrilicas, vaso cilíndrico",Foto con una encuesta que pregunta si ¨Nos parecemos?¨ y las opciones ¨Si¨o ¨No¨
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,11:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,Plano a detalle,,Video de la comida que consumirá
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,11:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,Plano a detalle,Copa de martini y perfume con valvula atomizadora,Video de la preparación de un cóctel con perfume y un texto que dice ¨Un cóctel con perfume @vivalavidabog
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,11:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio,Maquillaje y disfraz,Video de como le cantan el cumpleaños en portugues y español con un texto que dice ¨Por aca me adelantaron El cumpleaños (es el 10 de nov) @vivalavidabog
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,5:00 P.M.,,X,,,,,X,,,,,,,,,,,,,X,,,Video promocional de @gymshark que tiene como texto ¨Something's coming¨ya viene. Desliza
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,6:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano a detalle,"Guantes, esmalte de uñas y escarcha","Video de como le hacen las uñas, con un texto que dice ¨Uñitas en @superwownail¨ y la canción de fondo ¨Dollar de Becky G y Mike Towers"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Jueves,,6:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano a detalle,Esmalte de uñas y escarcha,"Video en boomerang, con una encuesta de ¨Les gustan estos colores?¨con las opciones ¨Sí¨ y ¨No¨. En la ubicación Super Wow (Calle 96)"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Jueves,,6:00 P.M.,,,X,,X,,,387.096K,,1.189K,,X,,,X,,,,,,Plano medio,"Esmalte de uñas, maquillaje, y disfraz mujer maravilla",¿Y tú quién quieres ser hoy? ⚡️#WonderWoman #Halloween2019 #paulamakeup
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Viernes,,5:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano a detalle,Esmalte de uñas y escarcha,"Video del libro que le regaló de @rosangelicabarroeta, Más allá del espejo, que se lo habían recomendado mucho de sus seguidores"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Viernes,,8:00 P.M.,,,X,,X,,,284.511K,,N/A,,X,,,X,,,,,,Plano americano,"Esmalte de uñas, maquillaje, traje plateado",No sé de qué fue mi disfraz ayer pero HOLA NOVIEMBRE 💎💎💎💎 ¡Empezó uno de los mejores meses del año!
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Sábado,,8:00 A.M.,,,,X,X,,,,166.133,175,,X,,,X,,,,,,Plano medio,ropa set deportivo ,¿Les gustan los colores Ácidos? 🍋🍊🍏
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,1:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano primer,Indumentaria (abrigo de plumas) maquillaje y joyería,Video de ella diciendo que está en un evento que nadie se imagina
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,1:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio,"Indumentaria, maquillaje y joyas",Video de ella y otras influencers en un concierto de @jerrydi
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,1:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio,"Indumentaria, maquillaje y joyas","Video de ella y otras influencers en un concierto de @jerrydi, con un texto que dice ¨Amo está canción¨"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,1:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio,"Indumentaria, maquillaje y joyas","Video de ella y otras influencers en un concierto de @jerrydi, con un texto que dice ¨Verano en parís¨"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,1:00 A.M.,X,,,,X,,,,,,,X,X,,,,,,,,Plano medio corto,"Indumentaria, lentes de sol, maquillaje y joyas","Foto de ella con influencers (@lamafemendez y @marioruiz) y cantantes (@jerrydi, @laloelbratt y @mikebahia) trasbastidores "
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,2:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio,"Indumentaria, lentes de sol, maquillaje y joyas",Video de ella y @lamafemendez sobre el escenario cantando la canción fresa
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,2:00 A.M.,,X,,,X,,,,,,,,,,,X,X,,,,Plano completo,"Indumentaria, lentes de sol, maquillaje y joyas",Video del grupo @trapicalminds cantando en el escenario
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,11:00 A.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano a detalle,Esmalte de uñas y escarcha,Video de ella mostrando el regalo que le llegó de su familia pantene (@panteneco)
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,11:00 A.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano a detalle,Esmalte de uñas y escarcha,"Video de ella mostrando el shampoo micelar y los tratamientos patente, con una encuesta que dice ¨Han probado algunos¨, con las opciones ¨Sí¨y ¨No¨"
